seed,biting_rate,ectopic_recombination_rate,immigration_rate_fraction,immunity_loss_rate,mutation_rate,n_genes_initial,switching_rate,transmissibility,instance
10407_1229989935_-356179187_-46222530_-223533668_27299078_1994022568,8.00150620466786e-05,1.51188361282757e-06,0.00451030123651343,0.00175941460363294,1.78792872720733e-08,25598.2666064597,0.195976676705231,0.651989320854567,2812
10407_494801919_11755001_-1202325484_109371656_1532142059_1078218015,7.81647852952549e-05,1.22974978749733e-06,0.00140067027362863,0.00181988590213706,1.14185805315284e-08,16043.633464756,0.172764377613093,0.447933584645245,2813
10407_-1090445548_-293374727_-1846993670_-76581401_-177647334_-1434072876,6.52791827647149e-05,1.29810978256828e-06,0.00257861182552364,0.000759191284158887,1.36531786988504e-08,20479.1946047962,0.184344466926882,0.230020103840596,2814
10407_633434058_-1843873153_1029964894_1029293439_-1466762588_211931848,6.61675235662088e-05,1.34236014977533e-06,0.00328297528040809,0.00123475719256594,2.55704801127454e-08,24057.1299420485,0.192295917978004,0.589931733691227,2815
10407_-814025672_-419655416_1355447679_-1793629756_-1047028254_272285356,9.7752968267306e-05,1.25372492773066e-06,0.0022509488631237,0.00133930033433878,1.08572934364173e-08,34094.3108018126,0.195851414624258,0.8080846973749,2816
10407_-251045741_1483425886_-1780509695_-1940402271_922892323_-1442999978,8.35467808009851e-05,1.04588790201466e-06,0.00199760733814132,0.00116388961906981,2.56902410599294e-08,16426.3730846967,0.18615719849975,0.609223925543653,2817
10407_-1437580108_-4325829_-1747255127_-1791763238_1346557625_-1935661778,7.17845568771722e-05,1.17865567465531e-06,0.00423878573387822,0.00164247924280846,1.74042343291711e-08,12368.5125716701,0.174399550352006,0.910177756048276,2818
10407_-1571866197_-1645174832_1005838839_1616415106_-115592070_-176985006,6.84478878799371e-05,1.79086946164777e-06,0.00150586108400658,0.00138798441712448,9.74841659844301e-09,21147.6929500884,0.173340566511852,0.601355075762181,2819
10407_-1252687239_2016149314_-1838389105_-811867024_-514349813_-348027638,5.85992731161238e-05,2.40462450297928e-07,0.00352757309628991,0.0015264480700749,1.04259354815865e-08,26135.2332566742,0.179054465107641,0.509524044106587,2820
10407_-1829369930_2072940443_2080309898_-1245637157_-1412967572_492455088,9.68880387466225e-05,1.49879038448441e-06,0.00189627173567032,0.00156211074184221,1.04477530914243e-08,15572.5400161808,0.180620577191782,0.415357797572048,2821
10407_1924801538_1702749570_1589813046_1063250174_-501477821_323874613,6.66626107528641e-05,2.05842704800175e-07,0.00469439181961321,0.00171115614752036,1.8646683382646e-08,17407.1258136932,0.189768705755045,0.896796140398559,2822
10407_-1519005641_1563085877_465372686_-1903798333_987759279_1084104658,8.13761305123227e-05,1.62738602682753e-06,0.00508061100516157,0.00133168920097479,1.89360311250535e-08,33309.5574614462,0.181208074325071,0.252673533917805,2823
10407_1679895512_-601245419_1749892127_-841939041_1143051733_-345964767,8.27153271478864e-05,1.07859025373141e-06,0.00325298676339046,0.000936197074349502,1.63354694200684e-08,30834.7537127281,0.194115333320717,0.156055274434765,2824
10407_117023232_526219568_369278036_-333305660_-2021408879_-1190052664,6.6845131668511e-05,1.34351510527199e-06,0.00213283655439457,0.0009611607166429,1.17495456200837e-08,25093.6086678845,0.170260981797868,0.315280042205273,2825
10407_-118052930_1936476134_298317816_1121779709_961937478_-1885235631,7.98561203674904e-05,3.1792768427135e-07,0.00476466014859355,0.00141633424974949,1.22291872951372e-08,28278.88007776,0.198731310957566,0.696009621398515,2826
10407_1139110568_-1394680581_-410073017_-183735331_1373394884_-1127525822,5.19916506485463e-05,4.18867865424928e-07,0.00460561620085099,0.00172799390918831,1.23815365131655e-08,33076.0747772107,0.189491500627026,0.856094629607832,2827
10407_323190550_1322724717_57242502_-1448257714_-925740396_-1276389575,9.88538786985258e-05,1.39075345393195e-06,0.00373162500811759,0.00127535659773767,1.1466738923637e-08,18221.6800296694,0.177684286937475,0.430836370024935,2828
10407_1899878727_1955074904_-1509920246_168425722_2057273831_1599072825,9.91962818204502e-05,9.22526992607849e-07,0.00445492452384576,0.00143701344626076,2.66314468349626e-08,32863.4205936682,0.194337278060491,0.851838918139086,2829
10407_-1572358647_30484105_1025503370_469150897_637900798_-114419037,7.42434194209345e-05,1.07469178241655e-06,0.00273961895628399,0.00122178215255273,1.76276377173357e-08,33701.0207714782,0.187536019453068,0.258874523827812,2830
10407_-1000624088_2077472953_-184327847_-663936338_-1634383655_1146409038,8.46534551726305e-05,5.40597271847127e-07,0.00470058621817481,0.00174810304474749,2.43781985264667e-08,29853.5751330957,0.188523472399319,0.778145907144772,2831
10407_1084922300_-1326103488_-1965000707_1338681386_-237818433_1619816507,7.35062301770163e-05,7.45360125189255e-07,0.00222147475639207,0.00105116485558987,1.99032463963643e-08,16222.0540203874,0.195433051367633,0.799528095605022,2832
10407_747167551_-104361459_-856439924_1341334432_-779186913_1751629163,9.0290111647926e-05,1.69281279374352e-06,0.00413897740137668,0.0011394578862332,2.44350410161352e-08,26459.018066621,0.185496368158392,0.377513503121694,2833
10407_-1877352962_-381483683_648293077_-829327263_1125342488_1706423878,9.16151931530441e-05,8.91414505226545e-07,0.00198439516290212,0.00140876488185283,1.36448464132683e-08,18114.2451230896,0.178663555107295,0.763764519798769,2834
10407_-1869565615_-1542009811_-323077271_1482103374_110142940_-819136309,8.04211713923979e-05,4.36304632264815e-07,0.00405355945912559,0.00158604181582327,2.62604213925632e-08,11107.7484979147,0.19711525686051,0.722018136391625,2835
10407_735243503_-1950155679_-1686093227_-1486313687_364453357_1672327941,9.20671672620728e-05,5.584844827776e-07,0.0033477063802453,0.00129622117738718,2.28937704257746e-08,19575.4422550173,0.173082271893764,0.90691551513784,2836
10407_-577212275_-389502423_64691920_-1039360977_-956934651_-780392098,5.06315938091654e-05,8.09807563245526e-07,0.00176406067691442,0.00189940379010312,1.37141279118471e-08,19547.818562488,0.173252125300839,0.686267391667935,2837
10407_904846243_982383463_-603076438_-1484882916_449057021_1709034178,7.5566363788282e-05,7.45171651655514e-07,0.00138380926754907,0.000669335801749047,9.48053784944456e-09,14743.4296953693,0.170124731300688,0.586604648191492,2838
10407_-302827282_1580191384_609732663_1131062384_1514465463_1463691918,8.24604158459837e-05,1.13892235966373e-06,0.00159828844531891,0.00198562168708898,2.71329465190112e-08,24252.929833204,0.19346714823142,0.424807714547591,2839
10407_1893368899_-693957171_-393066087_-326001058_245759275_-254822720,6.72210528039412e-05,1.25746720835074e-06,0.00488631018477906,0.00172598173935766,2.6399125908278e-08,30496.1028322924,0.19797296873473,0.319734181812935,2840
10407_-596836950_278935208_469400796_959837570_1979318154_864016595,8.51312304463912e-05,3.42705841298074e-07,0.00245223553247282,0.000916916690936221,1.79229478912204e-08,20635.2245271319,0.198589058890767,0.56023093448154,2841
10407_-605785041_-557509930_2009477358_-1567049276_-1840595548_-1418788566,8.98449190459955e-05,4.79339391317881e-07,0.00268889776083493,0.000593602924726577,2.72062458444818e-08,16200.3439092229,0.190664388571102,0.653967573282002,2842
10407_-1604616400_2092887500_-738855456_-997582848_229642125_-1815870257,7.76453133004223e-05,1.04240967479739e-06,0.00158234539692678,0.00121479020640305,1.76843711793676e-08,29565.870639052,0.175269878219534,0.91361211054029,2843
10407_-12356631_52330649_-355576879_-455448194_-2024296435_1496907779,9.8418605726524e-05,6.83964214237442e-07,0.00384017062357936,0.00132986357714447,2.2310662043394e-08,13634.943800824,0.187082702025886,0.309020355087116,2844
10407_248912910_-874641945_1925296849_1097517989_-1247666252_-1815058228,7.40704085984707e-05,6.91541271548433e-07,0.00246807321548089,0.00188656111483067,1.70982914097453e-08,27699.1941427531,0.188595614028153,0.284407069761747,2845
10407_1658825144_-746338068_-1846836979_-140922334_-1313984899_-1502417525,5.61257752299495e-05,1.1696217514899e-06,0.00172186376838072,0.00191042441547613,9.42391879475204e-09,26567.7798256849,0.183163767097245,0.801994949604044,2846
10407_1250270372_-343245822_-248326745_1832383053_79383787_1787771779,7.34273474874181e-05,1.25470303006582e-06,0.00203975341472668,0.00103075930425964,2.29636654621643e-08,31349.9334921344,0.19258666297119,0.976008690788145,2847
10407_1944547290_-1027137506_483796624_-1617187977_-974675536_-182380355,6.83505822341967e-05,7.61603647648651e-07,0.0049023227793176,0.00126250039545245,2.4419288214739e-08,26259.8713232445,0.196220411169057,0.304269517136603,2848
10407_989363011_230505080_-87765914_592904932_23062979_2048321001,8.51129090428289e-05,6.33880064701808e-07,0.00270207249814882,0.00187833398434368,1.89315184780274e-08,29231.4965013745,0.191924237841189,0.42822158735653,2849
10407_1293528733_1206390068_1001208853_-1951016400_-164870876_-991466184,5.33531145245545e-05,3.34793785733545e-07,0.00201807652509298,0.000922405994574672,8.26577864831777e-09,30097.2997222418,0.183669386360151,0.683754184050453,2850
10407_-954918362_1843790970_1478675966_-266756057_1076048643_-1318264037,6.8787345651601e-05,1.04632434394832e-06,0.00358992056045642,0.00178920617934728,1.01942676528618e-08,13183.2404679193,0.194129300151211,0.538985544881666,2851
10407_-1795623364_-456364643_-456139803_-1437920762_-1363001896_2109405347,5.27763276897563e-05,8.49015591736346e-07,0.00213089734167497,0.00119389781563225,2.19099240469054e-08,29908.9537722364,0.171152485725029,0.178294397594479,2852
10407_-870138159_1303303095_-2131095570_933627741_1186634158_603970086,6.77341765522948e-05,1.11103283964649e-06,0.00134971600653131,0.0005602759778635,1.54726898602126e-08,21963.5193047549,0.188587081589634,0.280080385827662,2853
10407_1374892763_621162124_368936122_984177258_206233950_343928609,5.60177935523144e-05,1.04495890074325e-06,0.00398562203750066,0.00160043983888052,1.0888744834361e-08,11621.1349892726,0.194842082138521,0.320208402115202,2854
10407_-1095612432_-1239273431_716803536_-160757282_-2016635608_238871037,8.17591957380923e-05,8.45992172871848e-07,0.00202258314746959,0.00113761535124866,8.03321662909159e-09,11281.8182208159,0.19919897693161,0.134696789576013,2855
10407_810452842_-93225081_1398506015_718244274_-1764594909_-1105633906,6.56398273953112e-05,9.43906485421438e-07,0.0021068020027043,0.00082363377356029,9.26646464442406e-09,27402.7516317111,0.173387540440334,0.957875055326021,2856
10407_1204120491_-476408092_-1041314876_-1507325971_386080421_-243511356,9.77282827828971e-05,6.3890798762927e-07,0.00137514849295838,0.00144033182204245,2.67617134292257e-08,31919.3402894877,0.185809094127538,0.426516877829132,2857
10407_-1632146077_-272044723_1404176345_1098201544_-2114407893_1376240012,8.92277873496201e-05,2.10875836819373e-07,0.00343688448183574,0.00157790636448506,2.251235857824e-08,12749.3287711778,0.196253358298985,0.646353072175288,2858
10407_377518159_1276751604_-1108650370_1746062806_-314943014_-1552701458,9.27902857153003e-05,1.2522689056674e-06,0.00506711602441618,0.00195521823780431,8.32695831767784e-09,24737.8819040797,0.18155213850424,0.17686363128162,2859
10407_-1713377100_980813413_-1521781529_521843418_945008343_-834869137,8.01624936016084e-05,2.67203413204068e-07,0.00502260264745823,0.00189300403944495,1.94646804321749e-08,26609.8825380881,0.183003148677733,0.896049457182083,2860
10407_-2134606103_-1043045971_266300549_1578384253_2106310490_248647806,6.85041516701839e-05,1.76482254380064e-06,0.00438078356451139,0.000671763354217727,2.72117069783031e-08,29123.8503808407,0.182979923986704,0.181173748713217,2861
10407_-1848349523_-987470486_885563533_-536962125_-1878748610_1335852385,5.03673822309945e-05,1.52114853402984e-06,0.00174862423242244,0.00155408041376412,2.11794886716733e-08,29022.4760489189,0.17537621905273,0.84975265562234,2862
10407_1902269713_-1889073632_2047710788_770690843_1965799795_-931043735,5.46172880354983e-05,1.44214597019712e-06,0.00151168978606199,0.00130830161393279,1.63769572473912e-08,10491.756815091,0.176784125072763,0.902115217081985,2863
10407_303736607_1374122659_-1013682176_-1698994663_2146009735_279911539,6.21383910768049e-05,1.65711741274478e-06,0.00373604876164684,0.00120822216987656,2.649348848792e-08,18261.1162374363,0.195196583933762,0.501672673506602,2864
10407_-1800863949_1759534712_-23932643_1590919857_-1187987124_386048701,7.11121093250418e-05,1.0356430540317e-06,0.00322102496187413,0.0016134253623707,1.60426644532414e-08,31364.0630235903,0.184336578745179,0.20198731945336,2865
10407_145057142_-121224018_1460457640_-1256105213_-1760951318_-1599075890,8.53903377747257e-05,1.75481393845327e-06,0.00375025768687305,0.000963801491711323,1.66764553473235e-08,15538.3954633665,0.178899175273358,0.555706849216769,2866
10407_-1653667551_-235101913_-1707696801_-1483844047_-558212993_1969050973,8.05151475378969e-05,9.91942291613514e-07,0.00177521170613778,0.00178630457268364,1.33408659212149e-08,32560.7928322987,0.198987959520447,0.35803941308287,2867
10407_1987834934_388145886_1779307288_-925468389_-1117870201_-2030261588,8.78460643495084e-05,1.0973466800728e-06,0.00281093783964014,0.000926805181773869,1.02136541160795e-08,31369.0769531864,0.19046360883974,0.894338649133433,2868
10407_-1554175612_1228801572_380041297_-357772914_-655465956_-1835476217,9.80661836484528e-05,4.67555244974492e-07,0.00265489757045407,0.000609075340807187,9.56009920554416e-09,22337.0854144169,0.184498684926391,0.645507346828705,2869
10407_-2101025646_-522291439_898769136_-239274989_24033859_1124617906,6.47557807085081e-05,1.41871243951888e-06,0.00179894956157553,0.00189615765457427,2.40403400479033e-08,33485.4698368056,0.195096672268649,0.421793291575733,2870
10407_-690307028_-1858990598_1719298749_-623439521_-429850390_2001771458,6.08703887881952e-05,4.98788504953495e-07,0.00267864658195149,0.00138757841467994,1.76454593477067e-08,15892.1816422281,0.171007325313381,0.615257703077357,2871
10407_-1330446874_452135388_216225617_1839231198_-1663725542_-164169017,9.69187482008448e-05,8.20262331136744e-07,0.00343800081041977,0.000543885346684291,1.09438817885005e-08,18820.9140597661,0.199446082477143,0.339212123090418,2872
10407_1749834936_2112205024_91856035_-1924339711_-1582720111_2088646709,9.95409098371769e-05,3.54359169081436e-07,0.00380055371523305,0.000580752494429403,2.12998951057456e-08,33260.7942815153,0.18849469190087,0.43939237826012,2873
10407_-683118887_-1027487868_433855341_507611328_-398562751_-152654595,8.4287930836043e-05,1.16995070873615e-06,0.00370931370081062,0.00145053871113287,1.54970829540093e-08,34293.2945235565,0.187453559079701,0.217863778823728,2874
10407_-1386553929_908752678_1747009240_-31781044_768113051_-1173109060,8.72932656638104e-05,1.65697121178404e-06,0.00292057291017758,0.000665081176380396,7.63002657494995e-09,12133.4870136328,0.190257645240433,0.679943910675076,2875
10407_-2020191195_1848393359_1131891949_-848586032_2141504828_-457637150,7.63321240685139e-05,1.69128995419134e-06,0.0046678960985938,0.00118243116928897,1.25582674222427e-08,10152.1777384667,0.185763674557193,0.853986742823534,2876
10407_963084493_-612734961_-1263148962_-1784520174_870369454_1497854776,6.61561273652535e-05,3.72270716260698e-07,0.00497341301822829,0.000738045255514948,1.73313617418906e-08,14500.8910781553,0.183650764775581,0.204153315252011,2877
10407_295730719_1356842490_901466799_-1673902086_-640524763_1512631028,5.22512433818431e-05,1.41925369408643e-06,0.00421657400601297,0.000964479351275707,1.36172883033999e-08,20716.5580451969,0.194122915387733,0.167327591581637,2878
10407_-1317398618_1714216287_-84495708_-1652404530_1643437736_-1272852573,8.618032043719e-05,3.73347001620559e-07,0.00385561485007236,0.000512836159946903,1.41098197281541e-08,12190.2923871718,0.17633646245984,0.698852721218253,2879
10407_377150515_575749852_-1925732920_-1264794996_1326910101_873683066,9.62748327003085e-05,1.98301899059311e-07,0.00159571418806309,0.000649838976093628,2.50825541327019e-08,31714.7283475426,0.188249192949257,0.654694654614787,2880
10407_-1945116600_1065612918_-1625509123_-315922438_-234812050_2135096001,5.0992906195596e-05,4.10576327765478e-07,0.00435540854607756,0.00159242051102287,2.6294665236836e-08,30131.7542866873,0.190222065022753,0.927488925693084,2881
10407_-1626648070_1525415637_1999252025_-350195165_1804168884_-1266123133,8.84510684164759e-05,3.99653988429918e-07,0.00364354802609209,0.00149922917514825,2.53132270111879e-08,14432.2432547488,0.18174117181474,0.368265977404773,2882
10407_2104065597_-124289071_1468504610_817928675_-1884022086_-666899018,9.95220665311781e-05,1.21939363175692e-06,0.00351166067968538,0.0014511538771127,2.31007658829492e-08,32278.4257972293,0.1756135779638,0.276131590410574,2883
10407_-1638628452_-1527687355_-1978316457_425979020_1413885816_-750197376,5.20008750702315e-05,1.03714455893038e-06,0.00460870964369712,0.00177118014880518,1.01756265530567e-08,30176.9485500857,0.175980138958122,0.255748614912899,2884
10407_1261014330_598208142_619268452_695999432_-901945358_-1297698621,8.80134910870096e-05,1.47806783261157e-06,0.00147377380073307,0.00156957406271091,7.17206336805588e-09,26642.3268414781,0.174126770995737,0.369772490261173,2885
10407_-575862776_-1384933826_1902398285_-1382324323_1950082215_58356422,6.10274872715334e-05,1.2051660453143e-06,0.00295003514094692,0.000846765624685591,2.32597949328308e-08,26548.252606821,0.173838434966,0.982536882882393,2886
10407_-599792726_-77425577_1202164776_727296956_-653029090_-1115515873,8.17897586629466e-05,3.7795263449358e-07,0.00247851899031145,0.00163422660585566,2.20468641536813e-08,15139.279432964,0.17555189608362,0.720601029838829,2887
10407_-423615612_-538869946_-1435896899_-485730437_1556691128_-714173510,9.78690385399512e-05,9.27825447849042e-07,0.004693822166521,0.000907141790352338,1.66066420494882e-08,29018.4670389893,0.192831065861008,0.948241360522254,2888
10407_674677315_-66521369_-236743220_-699100625_1194103093_-1427876605,6.18416551269799e-05,5.01316658672991e-07,0.00382797970479239,0.000627372096215671,2.68521135111013e-08,31845.3910493999,0.179672863826475,0.735742126970031,2889
10407_211590127_200710368_-510791218_-1723050210_-1964272642_-1490026634,9.08241961463664e-05,4.0318409626719e-07,0.00267400133557884,0.00131998813829349,2.50019074872844e-08,19775.7332696003,0.170378123373947,0.693641739214178,2890
10407_-1583255673_-593098502_1905726044_1021477107_-1348262628_-1453786497,9.55138654572357e-05,7.44775156026006e-07,0.00276661750261772,0.00180628888861518,8.12580645067867e-09,34103.7886219435,0.175070977751567,0.994983310102829,2891
10407_-1236459324_-1588692057_-1749433574_-213482641_97440432_-1872002229,7.7272505000951e-05,1.40549553489441e-06,0.00432958055183889,0.000938044584011228,2.74654155353674e-08,13809.6968713074,0.186095782930769,0.374518731861665,2892
10407_-1647346252_392853329_-257148585_551631220_-648441037_-2017237997,7.77645878528849e-05,4.68387452923439e-07,0.00349499208237293,0.00108231459766375,1.00709046574303e-08,25969.9927651023,0.180854560172452,0.508542173092756,2893
10407_661550518_1353179730_-1611711364_1061864714_-1260459244_-1196851315,7.24776896764052e-05,1.01125070779814e-06,0.00413931228655463,0.000632587112028602,2.01321535733944e-08,14085.781150228,0.176721766674762,0.764252919550332,2894
10407_-2136101501_2115147149_-1431072216_-826866167_833735112_-938613401,7.07190859605837e-05,1.14922480505749e-06,0.00184716040225378,0.00188078045652928,9.44396365938388e-09,15549.6388146777,0.184413832671773,0.172142944650115,2895
10407_-57201221_1242460755_890369157_2066920121_1518029851_-999578750,6.50659789207708e-05,1.12738086113715e-06,0.00412073007046973,0.000864103508317836,1.27525582901707e-08,23474.1085964871,0.180549072348947,0.660890947408,2896
10407_-1642262226_1512155018_-1902452784_2136840547_737785427_-1833605075,7.51456469525731e-05,1.67031777112917e-06,0.00337032133759562,0.000893519806604308,2.54195168975572e-08,25726.7692579872,0.177821378521004,0.82553597892858,2897
10407_779076374_417659574_-982940260_-853108381_-515589643_-271850321,8.25079983485152e-05,1.72439092756075e-06,0.00332822094083571,0.000610529710207249,2.25576638533753e-08,12241.6089100548,0.18411242203733,0.640801654470987,2898
10407_1632951460_-1688128766_-1731536680_1502232279_-1112020407_1954203246,7.89277245348809e-05,8.09387950451559e-07,0.00357061487608277,0.00166027450716509,1.26269488636787e-08,15762.7999913078,0.17433876955205,0.753003927077642,2899
10407_-1285837408_-1337540864_748504987_398195506_1268030498_149897156,7.54035054198476e-05,7.88565560199266e-07,0.00416462717925119,0.000538286639030876,2.59594119299533e-08,30907.1469524939,0.185016521243726,0.88372624729828,2900
10407_1667317254_1856346183_710754402_283790013_1470558668_302921017,5.11560355697058e-05,3.51220988118246e-07,0.00487371158035023,0.0010909604741217,2.00209987239985e-08,23655.1446624205,0.188680563552345,0.53651395779719,2901
10407_1970616903_-788145657_1134464519_-1770549640_-740103563_896638854,6.34488996639111e-05,6.28076107098419e-07,0.00452509791339056,0.000644196363874296,1.32184254597847e-08,16447.7259203112,0.195256219003139,0.272031428496906,2902
10407_-780745764_-898296562_980478979_-898955132_439529212_1443007111,6.69533352956554e-05,8.71970422803937e-07,0.00264320725920593,0.00118223674740024,8.85882972423221e-09,18974.357798882,0.184132150288177,0.88092086076852,2903
10407_-159207090_313322716_876641922_1935355761_679850267_-298427926,5.56320090721249e-05,1.23274243275896e-06,0.00340110322458358,0.00182428577435816,8.8708528864146e-09,16839.0098675071,0.198344179661824,0.503482916354361,2904
10407_329725743_-654459331_-1067414295_854086419_-524156947_-681063175,7.33109193833289e-05,5.24031493948492e-07,0.00173651102547819,0.00193453415993804,1.44517029892172e-08,18251.9629338215,0.18210350566336,0.532261162152609,2905
10407_528606721_-1837368238_215242588_-2062081460_-1350577655_-1525085534,8.62632453757496e-05,3.86528001391689e-07,0.00290550865893477,0.000850138024566191,2.66253381668106e-08,27841.2964337896,0.17081938379066,0.659198892308078,2906
10407_-338221016_-984994489_1527410224_77837872_-2021224866_-1903373924,7.89889658753655e-05,1.10639801489839e-06,0.00229679316133216,0.00111967042243126,1.22388210296467e-08,17306.8033747505,0.198992396443186,0.993540251023455,2907
10407_1051107104_-744528626_-451255261_170990381_-1455188186_-1388603296,7.85824395032259e-05,1.50993353811203e-06,0.001827132410597,0.0019080432386108,2.58143434657554e-08,22177.7356786225,0.188926062152115,0.930131239522926,2908
10407_472520298_1416795123_-910297943_1186378816_922232744_-1934015849,6.13699206860823e-05,9.90079855001006e-07,0.00148063053478296,0.0013755833462979,2.44229512866684e-08,25391.5385595987,0.184288962536793,0.798358207441467,2909
10407_-1599739768_1974745384_-360170624_-1722811702_1502988748_1849524158,7.41030948140557e-05,1.060214719875e-06,0.00205277381172634,0.000921842321951252,1.03382283300092e-08,13382.8278143577,0.197651806307745,0.423720304303005,2910
10407_-2081032674_-317112493_-1207942120_-1532701654_2013252653_2070586500,6.35813571915213e-05,1.42875302488534e-06,0.00451315133504519,0.0010101944970418,2.41316456217925e-08,32584.2425285236,0.181450214742338,0.397925267838316,2911
10407_-267387951_1535793131_-300298396_1079156568_929600658_-132577882,5.52457749212821e-05,1.95937169714448e-07,0.00159909790901091,0.0015903926072259,2.73555273429587e-08,29746.0824453281,0.188484841100982,0.186927577082524,2912
10407_964090430_-1529896713_599868_1743675985_1403790769_1386516037,6.01609867961214e-05,1.11390938052396e-06,0.00457034030762136,0.0018884455578484,8.69355945814558e-09,17781.5908805843,0.199585655369222,0.640962484842017,2913
10407_-1369660732_-882096928_1242946680_-1858399798_-430762418_1984951841,6.72648935882501e-05,1.52488283942277e-06,0.00414917819808623,0.00138451350513438,7.29595655685168e-09,26903.7864924438,0.179086341623329,0.942876853848123,2914
10407_-33601787_37602401_-1435582455_-1746145896_-1136611496_1942423442,7.7995190857863e-05,4.88978221218945e-07,0.00197246635751835,0.00130632740289669,1.19478172640159e-08,22993.3883214791,0.187100792783728,0.422417664656843,2915
10407_685144382_-751735298_-1150924015_-1916656150_2132470399_266640484,5.76831461762138e-05,1.25124079871524e-06,0.00291725292714258,0.00182529275556907,2.62105380421927e-08,13406.9643321968,0.179677021458742,0.424990350105894,2916
10407_1895529535_-1323718180_-947808864_-1244684181_-2071192195_570078230,7.43797644140498e-05,1.24591432278864e-06,0.00136665804209062,0.00125571613595769,2.3214022238907e-08,29806.0922608358,0.198150953067324,0.599630685308877,2917
10407_425589222_-1225493669_318901024_-1441692658_-1119206543_443794499,8.01927136558348e-05,8.00597542147856e-07,0.00375762077454627,0.000916612552440908,1.09135469704418e-08,29652.9781898907,0.176275122761183,0.949704947870904,2918
10407_-1283742960_-1800576937_700599283_-613598074_163022175_791655422,8.50107229953353e-05,4.92713997604645e-07,0.00275633178912424,0.00118669361631167,1.02488252413505e-08,32308.8698377079,0.196791101554376,0.306143966875818,2919
10407_-923630336_-2009877792_956350773_-1598896242_1421067044_1236808284,5.25466088307936e-05,1.94348953405191e-07,0.00458466248646364,0.00188885743593527,2.56028347368097e-08,15217.0739040226,0.188732140638715,0.878547145241923,2920
10407_1211781650_1457193571_1060474365_446223518_-1132931822_-355674541,6.31954692395858e-05,1.72219017661024e-06,0.00410921537086201,0.00115207692960334,2.40345415949156e-08,20526.6155748617,0.1993366118751,0.598057388916242,2921
10407_-1332703186_-1857726926_640678478_1861955553_313746117_1115218846,6.11308182283896e-05,5.08201247420675e-07,0.00458564452060283,0.00167869093228976,1.44587963937531e-08,20939.5220044182,0.185335006732399,0.918778577466279,2922
10407_-835178639_-1917353070_-702188898_-1887875388_287127332_-1607193169,6.85744537475764e-05,1.51391501453722e-06,0.00508142130126955,0.00105350704561751,7.7770605831402e-09,17736.7246182493,0.188615565244221,0.489676751953652,2923
10407_-1973003735_213062049_1011300030_1114192126_1694450575_-804930446,8.18012554391415e-05,1.62208808093083e-06,0.00133335370237003,0.00090050230594283,1.44174753828176e-08,13256.3265065874,0.1732811614477,0.694629859423669,2924
10407_425152622_-1979355058_-954666603_753056530_539731315_1433871438,6.35778945901087e-05,2.9763928004056e-07,0.00259815066212248,0.00187283706764769,1.71915696824452e-08,32923.5713828122,0.172627672797312,0.273306351554882,2925
10407_-1669608357_-217615105_634424216_2046816232_-228555680_1605041148,5.2533880861442e-05,2.94861924506023e-07,0.00227573393722252,0.000950577067048747,2.73756145881639e-08,14727.5373161457,0.181323776010193,0.946200201341828,2926
10407_926018425_1145567918_-1962098848_1189889718_388605328_-1493917757,5.17412875670708e-05,1.70794613559979e-06,0.00150062417969343,0.00176996811072583,1.61612551322869e-08,17849.5628489654,0.185259419565117,0.972765360219752,2927
10407_1487224435_1833097434_34341299_610047221_1131391126_571946504,9.75788232811963e-05,1.51299892565887e-06,0.00199048927667502,0.000836515576923322,1.34408036301272e-08,15268.0209901857,0.173200214647838,0.375780047609104,2928
10407_1242978309_-933025738_1482574016_226645608_1173997047_-970845695,6.04055123087986e-05,9.3093780306816e-07,0.00186471173762049,0.00187194025565492,1.9528929994008e-08,15946.7086991528,0.187620748259963,0.760291128433447,2929
10407_210453414_-1792860638_-1218294634_-1756169828_-708095280_-492796400,5.0926176195135e-05,6.469856117956e-07,0.00477632603095153,0.00129983402089305,1.31009259682273e-08,21466.4476970442,0.195410601710925,0.109149785419182,2930
10407_-1818991746_-267813238_-222150991_439538100_-676448161_1730243793,6.17088147025488e-05,9.39976011248812e-07,0.00446976955129856,0.000877522404042983,9.84933601540965e-09,30723.9370816011,0.191704302039702,0.78101303845002,2931
10407_-1703647564_2116170743_597743952_-1538883254_1331875932_2026032679,9.53640589953515e-05,1.72679515157538e-06,0.00338819998537995,0.00181743311334661,2.32806320949636e-08,30425.2968687271,0.185698125768424,0.415002826303025,2932
10407_-883347155_-1987383707_208131879_1499910314_-305638571_-1272973252,9.12526213416484e-05,1.65501893648726e-06,0.00301412753596692,0.000873939907524124,1.08526283721865e-08,20929.1025015832,0.176251651701563,0.124591290695314,2933
10407_-1382945752_1778795695_-1262077881_184930305_-508781393_126977461,8.38354355993408e-05,1.59127561099759e-06,0.0028181397950518,0.00131677299776521,1.40565529726436e-08,18963.0016825943,0.179027292453195,0.236710294542014,2934
10407_-1418405630_-1157861303_1031999952_-282686353_1883675909_712887974,9.31197518778926e-05,8.97676589856646e-07,0.00253459708841491,0.0012114197594033,1.24782215578431e-08,30471.1828487212,0.187839842468018,0.371248836849387,2935
10407_2074202601_-536168146_246632017_1108344128_1973613118_-1970338244,6.94972630456831e-05,1.0007269075989e-06,0.00444625710796274,0.00154540710688742,2.62525656024405e-08,18705.8047352376,0.174867407200066,0.837403955410135,2936
